time [s],Lmtc [m],STIM [ ],Fsee [N]
0.0,0.04504780801003488,0.0,0.2883029433809938
0.0005,0.04504780801003488,0.0,0.28830250754742875
0.001,0.04504780801003488,0.0,0.2883020791710135
0.0015,0.04504780801003488,0.0,0.2883016581238613
0.002,0.04504780801003488,0.0,0.2883012442804507
0.0025,0.04504780801003488,0.0,0.28830083751725794
0.003,0.04504780801003488,0.0,0.28830043771303954
0.0035,0.04504780801003488,0.0,0.28830004474848503
0.004,0.04504780801003488,0.0,0.2882996585064683
0.0045000000000000005,0.04504780801003488,0.0,0.2882992788717644
0.005,0.04504780801003488,0.0,0.28829890573123085
0.0055,0.04504780801003488,0.0,0.2882985389735624
0.006,0.04504780801003488,0.0,0.2882981784894724
0.006500000000000001,0.04504780801003488,0.0,0.28829782417145233
0.007,0.04504780801003488,0.0,0.28829747591393773
0.0075,0.04504780801003488,0.0,0.28829713361306736
0.008,0.04504780801003488,0.0,0.28829679716689177
0.0085,0.04504780801003488,0.0,0.2882964664750798
0.009000000000000001,0.04504780801003488,0.0,0.2882961414391423
0.0095,0.04504780801003488,0.0,0.28829582196216547
0.01,0.04504780801003488,0.0,0.28829550794903
0.0105,0.04504780801003488,0.0,0.2882951993061115
0.011,0.04504780801003488,0.0,0.28829489594151586
0.0115,0.04504780801003488,0.0,0.28829459776481736
0.012,0.04504780801003488,0.0,0.2882943046872457
0.0125,0.04504780801003488,0.0,0.28829401662146165
0.013000000000000001,0.04504780801003488,0.0,0.2882937334816958
0.0135,0.04504780801003488,0.0,0.28829345518358873
0.014,0.04504780801003488,0.0,0.28829318164430257
0.0145,0.04504780801003488,0.0,0.28829291278232916
0.015,0.04504780801003488,0.0,0.28829264851765024
0.0155,0.04504780801003488,0.0,0.2882923887715397
0.016,0.04504780801003488,0.0,0.2882921334666969
0.0165,0.04504780801003488,0.0,0.28829188252707116
0.017,0.04504780801003488,0.0,0.28829163587798906
0.0175,0.04504780801003488,0.0,0.2882913934459788
0.018000000000000002,0.04504780801003488,0.0,0.28829115515892473
0.0185,0.04504780801003488,0.0,0.288290920945838
0.019,0.04504780801003488,0.0,0.2882906907370539
0.0195,0.04504780801003488,0.0,0.28829046446401285
0.02,0.04504780801003488,0.0,0.2882902420594052
0.0205,0.04504780801003488,0.0,0.288290023456994
0.021,0.04504780801003488,0.0,0.2882898085917708
0.021500000000000002,0.04504780801003488,0.0,0.28828959739974686
0.022,0.04504780801003488,0.0,0.2882893898181187
0.0225,0.04504780801003488,0.0,0.28828918578508156
0.023,0.04504780801003488,0.0,0.2882889852399572
0.0235,0.04504780801003488,0.0,0.28828878812303904
0.024,0.04504780801003488,0.0,0.28828859437571003
0.0245,0.04504780801003488,0.0,0.2882884039403032
0.025,0.04504780801003488,0.0,0.2882882167601878
0.025500000000000002,0.04504780801003488,0.0,0.2882880327796511
0.026000000000000002,0.04504780801003488,0.0,0.28828785194398443
0.0265,0.04504780801003488,0.0,0.28828767419937606
0.027,0.04504780801003488,0.0,0.28828749949296995
0.0275,0.04504780801003488,0.0,0.2882873277727805
0.028,0.04504780801003488,0.0,0.2882871589877509
0.0285,0.04504780801003488,0.0,0.28828699308765776
0.029,0.04504780801003488,0.0,0.2882868300231902
0.029500000000000002,0.04504780801003488,0.0,0.2882866697458118
0.03,0.04504780801003488,0.0,0.28828651220789386
0.0305,0.04504780801003488,0.0,0.288286357362555
0.031,0.04504780801003488,0.0,0.2882862051637682
0.0315,0.04504780801003488,0.0,0.28828605556625403
0.032,0.04504780801003488,0.0,0.2882859085255499
0.0325,0.04504780801003488,0.0,0.2882857639979087
0.033,0.04504780801003488,0.0,0.28828562194037866
0.0335,0.04504780801003488,0.0,0.28828548231069717
0.034,0.04504780801003488,0.0,0.28828534506737546
0.0345,0.04504780801003488,0.0,0.2882852101695763
0.035,0.04504780801003488,0.0,0.2882850775772313
0.035500000000000004,0.04504780801003488,0.0,0.28828494725087533
0.036000000000000004,0.04504780801003488,0.0,0.28828481915180143
0.0365,0.04504780801003488,0.0,0.28828469324190076
0.037,0.04504780801003488,0.0,0.288284569483769
0.0375,0.04504780801003488,0.0,0.28828444784058405
0.038,0.04504780801003488,0.0,0.2882843282762125
0.0385,0.04504780801003488,0.0,0.288284210755092
0.039,0.04504780801003488,0.0,0.28828409524231186
0.0395,0.04504780801003488,0.0,0.2882839817035112
0.04,0.04504780801003488,0.0,0.2882838701049539
0.0405,0.04504780801003488,0.0,0.28828376041346954
0.041,0.04504780801003488,0.0,0.28828365259646455
0.0415,0.04504780801003488,0.0,0.2882835466218792
0.042,0.04504780801003488,0.0,0.28828344245821974
0.0425,0.04504780801003488,0.0,0.288283340074521
0.043000000000000003,0.04504780801003488,0.0,0.2882832394403782
0.043500000000000004,0.04504780801003488,0.0,0.2882831405258567
0.044,0.04504780801003488,0.0,0.28828304330158755
0.0445,0.04504780801003488,0.0,0.2882829477386451
0.045,0.04504780801003488,0.0,0.28828285380865887
0.0455,0.04504780801003488,0.0,0.2882827614836963
0.046,0.04504780801003488,0.0,0.2882826707363319
0.0465,0.04504780801003488,0.0,0.28828258153959396
0.047,0.04504780801003488,0.0,0.2882824938669861
0.0475,0.04504780801003488,0.0,0.28828240769243896
0.048,0.04504780801003488,0.0,0.28828232299036904
0.0485,0.04504780801003488,0.0,0.288282239735588
0.049,0.04504780801003488,0.0,0.2882821579033772
0.0495,0.04504780801003488,0.0,0.28828207746940243
0.05,0.04504780801003488,0.0,0.28828199840978336
0.0505,0.04504780801003488,0.0,0.2882819207010134
